date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
12/1/2020,Sutton,E09000029,-39,-6,48,-53,-48,18
12/2/2020,Sutton,E09000029,-10,-1,31,-49,-43,16
12/3/2020,Sutton,E09000029,-20,-9,-11,-51,-45,17
12/4/2020,Sutton,E09000029,-20,-2,12,-46,-43,15
12/5/2020,Sutton,E09000029,-17,-7,37,-41,-15,7
12/6/2020,Sutton,E09000029,-24,-9,11,-40,-17,6
12/7/2020,Sutton,E09000029,-9,-2,26,-49,-46,15
12/8/2020,Sutton,E09000029,-12,-2,30,-46,-44,15
12/9/2020,Sutton,E09000029,-15,1,16,-50,-44,15
12/10/2020,Sutton,E09000029,-16,-1,17,-50,-45,16
12/11/2020,Sutton,E09000029,-19,-2,19,-44,-43,15
12/12/2020,Sutton,E09000029,-23,-8,15,-43,-15,7
12/13/2020,Sutton,E09000029,-30,-10,-27,-44,-21,7
12/14/2020,Sutton,E09000029,-11,0,22,-51,-48,16
12/15/2020,Sutton,E09000029,-3,6,32,-46,-47,15
12/16/2020,Sutton,E09000029,-26,2,12,-53,-48,18
12/17/2020,Sutton,E09000029,-20,4,43,-54,-50,18
12/18/2020,Sutton,E09000029,-32,0,-4,-54,-52,20
12/19/2020,Sutton,E09000029,-34,-1,2,-50,-23,10
12/20/2020,Sutton,E09000029,-56,-8,24,-52,-31,10
12/21/2020,Sutton,E09000029,-41,21,18,-66,-65,23
12/22/2020,Sutton,E09000029,-38,22,54,-66,-66,24
12/23/2020,Sutton,E09000029,-40,34,10,-66,-67,25
12/24/2020,Sutton,E09000029,-44,22,47,-71,-75,28
12/25/2020,Sutton,E09000029,-93,-90,5,-92,-90,36
12/26/2020,Sutton,E09000029,-82,-62,-8,-78,-61,18
12/27/2020,Sutton,E09000029,-63,-22,32,-63,-41,12
12/28/2020,Sutton,E09000029,-53,-19,51,-80,-84,32
12/29/2020,Sutton,E09000029,-44,-4,46,-72,-75,29
12/30/2020,Sutton,E09000029,-45,2,59,-71,-73,29
12/31/2020,Sutton,E09000029,-48,7,32,-74,-75,29
1/1/2021,Sutton,E09000029,-80,-59,10,-85,-87,36
1/2/2021,Sutton,E09000029,-64,-24,17,-69,-43,17
1/3/2021,Sutton,E09000029,-65,-27,-9,-63,-39,13
1/4/2021,Sutton,E09000029,-54,-18,-24,-70,-62,25
1/5/2021,Sutton,E09000029,-59,-23,-29,-70,-63,26
1/6/2021,Sutton,E09000029,-58,-19,5,-70,-62,27
1/7/2021,Sutton,E09000029,-56,-22,15,-71,-62,27
1/8/2021,Sutton,E09000029,-61,-22,-2,-69,-60,26
1/9/2021,Sutton,E09000029,-64,-24,24,-66,-38,17
1/10/2021,Sutton,E09000029,-66,-29,0,-66,-40,13
1/11/2021,Sutton,E09000029,-56,-23,25,-70,-62,25
1/12/2021,Sutton,E09000029,-59,-25,1,-70,-63,26
1/13/2021,Sutton,E09000029,-61,-24,-27,-72,-62,26
1/14/2021,Sutton,E09000029,-62,-29,-38,-73,-64,27
1/15/2021,Sutton,E09000029,-60,-23,20,-69,-62,26
1/16/2021,Sutton,E09000029,-68,-28,-20,-69,-42,17
1/17/2021,Sutton,E09000029,-63,-27,47,-62,-39,12
1/18/2021,Sutton,E09000029,-55,-26,27,-70,-63,24
1/19/2021,Sutton,E09000029,-58,-27,2,-70,-63,25
1/20/2021,Sutton,E09000029,-62,-29,-39,-72,-63,27
1/21/2021,Sutton,E09000029,-56,-21,20,-71,-62,25
1/22/2021,Sutton,E09000029,-58,-21,42,-68,-61,25
1/23/2021,Sutton,E09000029,-62,-23,25,-67,-39,15
1/24/2021,Sutton,E09000029,-73,-36,24,-67,-45,13
1/25/2021,Sutton,E09000029,-53,-21,31,-69,-63,24
1/26/2021,Sutton,E09000029,-57,-24,-4,-67,-62,25
1/27/2021,Sutton,E09000029,-55,-20,7,-68,-62,25
1/28/2021,Sutton,E09000029,-54,-20,27,-69,-62,25
1/29/2021,Sutton,E09000029,-58,-18,14,-66,-60,25
1/30/2021,Sutton,E09000029,-67,-24,-46,-68,-38,16
1/31/2021,Sutton,E09000029,-61,-21,27,-62,-37,11
2/1/2021,Sutton,E09000029,-54,-21,16,-69,-62,24
2/2/2021,Sutton,E09000029,-53,-19,34,-69,-61,24
2/3/2021,Sutton,E09000029,-56,-21,-11,-70,-61,25
2/4/2021,Sutton,E09000029,-55,-21,3,-70,-61,25
2/5/2021,Sutton,E09000029,-53,-14,73,-66,-59,24
2/6/2021,Sutton,E09000029,-60,-18,8,-66,-36,15
2/7/2021,Sutton,E09000029,-71,-30,-40,-68,-44,13
2/8/2021,Sutton,E09000029,-58,-25,-2,-71,-63,25
2/9/2021,Sutton,E09000029,-59,-25,26,-70,-64,26
2/10/2021,Sutton,E09000029,-55,-15,5,-70,-61,25
2/11/2021,Sutton,E09000029,-53,-13,7,-68,-60,25
2/12/2021,Sutton,E09000029,-53,-10,5,-67,-58,24
2/13/2021,Sutton,E09000029,-57,-10,-2,-64,-35,15
2/14/2021,Sutton,E09000029,-60,-18,7,-61,-37,12
2/15/2021,Sutton,E09000029,-43,-13,74,-67,-65,23
2/16/2021,Sutton,E09000029,-49,-15,13,-67,-65,25
2/17/2021,Sutton,E09000029,-51,-16,7,-68,-64,25
2/18/2021,Sutton,E09000029,-48,-14,38,-69,-64,25
2/19/2021,Sutton,E09000029,-49,-12,43,-65,-63,24
2/20/2021,Sutton,E09000029,-53,-15,68,-59,-33,13
2/21/2021,Sutton,E09000029,-55,-18,80,-56,-37,10
2/22/2021,Sutton,E09000029,-46,-18,17,-67,-61,23
2/23/2021,Sutton,E09000029,-45,-15,59,-65,-60,22
2/24/2021,Sutton,E09000029,-47,-11,65,-66,-58,23
2/25/2021,Sutton,E09000029,-48,-11,25,-67,-59,23
2/26/2021,Sutton,E09000029,-45,-7,103,-63,-57,22
2/27/2021,Sutton,E09000029,-50,-11,94,-58,-31,12
2/28/2021,Sutton,E09000029,-54,-16,60,-56,-33,10
3/1/2021,Sutton,E09000029,-41,-10,60,-66,-58,21
3/2/2021,Sutton,E09000029,-45,-12,57,-65,-59,22
3/3/2021,Sutton,E09000029,-50,-14,1,-67,-59,23
3/4/2021,Sutton,E09000029,-48,-12,9,-67,-58,23
3/5/2021,Sutton,E09000029,-48,-8,35,-62,-55,22
3/6/2021,Sutton,E09000029,-51,-8,34,-60,-28,13
3/7/2021,Sutton,E09000029,-52,-12,61,-56,-31,10
3/8/2021,Sutton,E09000029,-38,-5,60,-61,-56,19
3/9/2021,Sutton,E09000029,-40,-7,98,-56,-55,19
3/10/2021,Sutton,E09000029,-50,-10,-12,-61,-54,21
3/11/2021,Sutton,E09000029,-46,-5,10,-60,-53,21
3/12/2021,Sutton,E09000029,-47,-1,31,-56,-51,19
3/13/2021,Sutton,E09000029,-49,1,14,-59,-28,12
3/14/2021,Sutton,E09000029,-53,-8,34,-57,-21,9
3/15/2021,Sutton,E09000029,-42,-7,59,-56,-53,18
3/16/2021,Sutton,E09000029,-44,-8,44,-56,-53,19
3/17/2021,Sutton,E09000029,-44,-7,39,-57,-51,19
3/18/2021,Sutton,E09000029,-45,-4,25,-58,-51,20
3/19/2021,Sutton,E09000029,-43,-2,110,-52,-49,18
3/20/2021,Sutton,E09000029,-51,-10,36,-58,-26,12
3/21/2021,Sutton,E09000029,-50,-13,77,-54,-26,9
3/22/2021,Sutton,E09000029,-37,-3,122,-54,-52,17
3/23/2021,Sutton,E09000029,-41,-7,89,-55,-52,18
3/24/2021,Sutton,E09000029,-42,-5,64,-56,-50,19
3/25/2021,Sutton,E09000029,-42,-2,45,-55,-51,19
3/26/2021,Sutton,E09000029,-46,-3,23,-54,-49,19
3/27/2021,Sutton,E09000029,-47,-5,68,-56,-26,11
3/28/2021,Sutton,E09000029,-53,-13,40,-56,-30,10
3/29/2021,Sutton,E09000029,-31,1,178,-52,-50,16
3/30/2021,Sutton,E09000029,-33,3,177,-50,-51,16
3/31/2021,Sutton,E09000029,-34,8,123,-52,-51,17
4/1/2021,Sutton,E09000029,-28,17,115,-54,-54,18
4/2/2021,Sutton,E09000029,-42,4,127,-67,-77,25
4/3/2021,Sutton,E09000029,-50,2,53,-56,-33,10
4/4/2021,Sutton,E09000029,-67,-45,114,-48,-29,5
4/5/2021,Sutton,E09000029,-39,-10,121,-75,-82,27
4/6/2021,Sutton,E09000029,-35,-2,67,-62,-62,20
4/7/2021,Sutton,E09000029,-39,-4,61,-61,-60,21
4/8/2021,Sutton,E09000029,-36,-6,89,-62,-60,20
4/9/2021,Sutton,E09000029,-42,-5,99,-58,-57,20
4/10/2021,Sutton,E09000029,-52,-9,18,-57,-29,11
4/11/2021,Sutton,E09000029,-50,-14,72,-50,-26,7
4/12/2021,Sutton,E09000029,-4,-3,76,-56,-59,16
4/13/2021,Sutton,E09000029,-11,-4,88,-54,-59,17
4/14/2021,Sutton,E09000029,-13,0,90,-55,-59,17
4/15/2021,Sutton,E09000029,-14,-2,53,-56,-58,18
4/16/2021,Sutton,E09000029,-23,-4,100,-51,-56,15
4/17/2021,Sutton,E09000029,-31,-9,89,-42,-22,6
4/18/2021,Sutton,E09000029,-30,-9,89,-38,-20,4
4/19/2021,Sutton,E09000029,-13,1,138,-48,-48,14
4/20/2021,Sutton,E09000029,-18,-1,110,-44,-48,14
4/21/2021,Sutton,E09000029,-16,2,79,-47,-47,14
4/22/2021,Sutton,E09000029,-17,-1,92,-49,-45,14
4/23/2021,Sutton,E09000029,-23,1,114,-42,-43,12
4/24/2021,Sutton,E09000029,-28,-5,88,-40,-19,5
4/25/2021,Sutton,E09000029,-30,-6,63,-43,-21,5
4/26/2021,Sutton,E09000029,-16,1,103,-48,-46,14
4/27/2021,Sutton,E09000029,-18,-2,112,-46,-46,14
4/28/2021,Sutton,E09000029,-25,-1,37,-48,-46,15
4/29/2021,Sutton,E09000029,-20,0,63,-48,-45,14
4/30/2021,Sutton,E09000029,-20,5,73,-40,-43,12
5/1/2021,Sutton,E09000029,-28,-4,47,-41,-23,6
5/2/2021,Sutton,E09000029,-31,-10,46,-37,-22,3
5/3/2021,Sutton,E09000029,-19,-10,86,-70,-81,24
5/4/2021,Sutton,E09000029,-24,0,50,-48,-46,15
5/5/2021,Sutton,E09000029,-20,2,56,-47,-45,14
5/6/2021,Sutton,E09000029,-19,3,82,-48,-45,14
5/7/2021,Sutton,E09000029,-24,0,92,-43,-42,13
5/8/2021,Sutton,E09000029,-37,-7,-1,-50,-24,9
5/9/2021,Sutton,E09000029,-31,-11,83,-40,-21,4
5/10/2021,Sutton,E09000029,-20,-1,92,-48,-46,14
5/11/2021,Sutton,E09000029,-18,-2,87,-45,-46,14
5/12/2021,Sutton,E09000029,-15,4,94,-45,-46,13
5/13/2021,Sutton,E09000029,-21,-1,45,-48,-47,14
5/14/2021,Sutton,E09000029,-22,1,63,-43,-43,13
5/15/2021,Sutton,E09000029,-32,-5,18,-43,-23,7
5/16/2021,Sutton,E09000029,-37,-11,-11,-45,-22,7
5/17/2021,Sutton,E09000029,-13,-2,59,-44,-45,13
5/18/2021,Sutton,E09000029,-14,-4,54,-43,-45,13
5/19/2021,Sutton,E09000029,-12,1,69,-44,-44,13
5/20/2021,Sutton,E09000029,-11,1,38,-46,-44,13
5/21/2021,Sutton,E09000029,-20,-3,18,-41,-42,12
5/22/2021,Sutton,E09000029,-22,-6,34,-40,-18,4
5/23/2021,Sutton,E09000029,-25,-13,11,-38,-20,4
5/24/2021,Sutton,E09000029,-14,-4,36,-49,-45,13
5/25/2021,Sutton,E09000029,-11,3,70,-46,-44,13
5/26/2021,Sutton,E09000029,-5,4,78,-45,-43,12
5/27/2021,Sutton,E09000029,1,5,105,-44,-42,11
5/28/2021,Sutton,E09000029,-4,5,84,-38,-42,9
5/29/2021,Sutton,E09000029,-17,-6,72,-36,-13,0
5/30/2021,Sutton,E09000029,-16,-10,68,-22,-15,-2
5/31/2021,Sutton,E09000029,-9,-6,174,-63,-81,15
6/1/2021,Sutton,E09000029,-2,5,119,-50,-57,12
6/2/2021,Sutton,E09000029,-2,5,97,-50,-56,13
6/3/2021,Sutton,E09000029,0,5,108,-50,-55,13
6/4/2021,Sutton,E09000029,-20,-3,-11,-50,-54,14
6/5/2021,Sutton,E09000029,-19,-6,83,-35,-10,1
6/6/2021,Sutton,E09000029,-18,-9,73,-37,-10,1
6/7/2021,Sutton,E09000029,-2,8,128,-47,-45,12
6/8/2021,Sutton,E09000029,-4,7,117,-43,-42,12
6/9/2021,Sutton,E09000029,-3,9,103,-43,-42,12
6/10/2021,Sutton,E09000029,-3,8,94,-44,-42,12
6/11/2021,Sutton,E09000029,-9,5,87,-38,-40,10
6/12/2021,Sutton,E09000029,-18,-2,85,-35,-10,2
6/13/2021,Sutton,E09000029,-24,-4,74,-32,-9,0
6/14/2021,Sutton,E09000029,-4,9,104,-46,-45,12
6/15/2021,Sutton,E09000029,-6,8,99,-42,-42,12
6/16/2021,Sutton,E09000029,-7,6,81,-42,-42,12
6/17/2021,Sutton,E09000029,-12,3,39,-47,-44,13
6/18/2021,Sutton,E09000029,-22,0,4,-43,-42,12
6/19/2021,Sutton,E09000029,-19,0,29,-40,-9,4
6/20/2021,Sutton,E09000029,-16,-7,31,-38,-8,2
6/21/2021,Sutton,E09000029,-18,-4,12,-50,-45,13
6/22/2021,Sutton,E09000029,-9,1,54,-45,-44,13
6/23/2021,Sutton,E09000029,-4,4,88,-42,-42,12
6/24/2021,Sutton,E09000029,-3,3,77,-45,-42,12
6/25/2021,Sutton,E09000029,-7,4,74,-40,-43,10
6/26/2021,Sutton,E09000029,-17,-7,67,-33,-9,2
6/27/2021,Sutton,E09000029,-21,-10,27,-36,-11,2
6/28/2021,Sutton,E09000029,-10,0,52,-47,-46,12
6/29/2021,Sutton,E09000029,-11,-4,41,-46,-45,12
6/30/2021,Sutton,E09000029,-6,4,73,-45,-43,11
7/1/2021,Sutton,E09000029,-4,5,87,-44,-44,12
7/2/2021,Sutton,E09000029,-12,3,91,-39,-43,10
7/3/2021,Sutton,E09000029,-22,-5,29,-34,-11,2
7/4/2021,Sutton,E09000029,-21,-9,29,-36,-11,2
7/5/2021,Sutton,E09000029,-6,3,83,-44,-45,12
7/6/2021,Sutton,E09000029,-12,2,34,-45,-45,14
7/7/2021,Sutton,E09000029,-5,5,54,-43,-44,12
7/8/2021,Sutton,E09000029,-8,3,59,-47,-44,13
7/9/2021,Sutton,E09000029,-13,2,69,-42,-43,11
7/10/2021,Sutton,E09000029,-18,-4,38,-38,-9,3
7/11/2021,Sutton,E09000029,-16,-2,50,-27,-7,0
7/12/2021,Sutton,E09000029,-15,-6,35,-49,-48,14
7/13/2021,Sutton,E09000029,-6,5,95,-44,-46,13
7/14/2021,Sutton,E09000029,-5,5,92,-42,-45,13
7/15/2021,Sutton,E09000029,-4,6,70,-44,-45,12
7/16/2021,Sutton,E09000029,-8,6,98,-40,-44,10
7/17/2021,Sutton,E09000029,-20,-3,62,-32,-10,1
7/18/2021,Sutton,E09000029,-25,-5,53,-26,-9,0
7/19/2021,Sutton,E09000029,-4,12,88,-48,-48,12
7/20/2021,Sutton,E09000029,-7,5,69,-45,-48,13
7/21/2021,Sutton,E09000029,-4,11,76,-47,-48,12
7/22/2021,Sutton,E09000029,-1,8,77,-45,-49,12
7/23/2021,Sutton,E09000029,-7,2,101,-42,-48,10
7/24/2021,Sutton,E09000029,-23,-10,21,-34,-11,2
7/25/2021,Sutton,E09000029,-24,-18,-9,-35,-11,2
7/26/2021,Sutton,E09000029,-1,2,102,-52,-56,12
7/27/2021,Sutton,E09000029,-7,-3,50,-49,-54,14
7/28/2021,Sutton,E09000029,-8,-4,11,-50,-54,14
7/29/2021,Sutton,E09000029,1,5,87,-48,-54,12
7/30/2021,Sutton,E09000029,-12,-2,0,-49,-53,12
7/31/2021,Sutton,E09000029,-21,-12,-4,-35,-12,1
8/1/2021,Sutton,E09000029,-21,-14,12,-32,-12,0
8/2/2021,Sutton,E09000029,-3,0,81,-51,-56,12
8/3/2021,Sutton,E09000029,-5,-2,77,-48,-56,13
8/4/2021,Sutton,E09000029,-3,0,99,-48,-55,13
8/5/2021,Sutton,E09000029,-6,-4,41,-51,-56,13
8/6/2021,Sutton,E09000029,-12,-4,35,-47,-54,11
8/7/2021,Sutton,E09000029,-27,-14,-19,-41,-17,2
8/8/2021,Sutton,E09000029,-23,-15,-3,-38,-12,1
8/9/2021,Sutton,E09000029,-3,-2,45,-54,-57,13
8/10/2021,Sutton,E09000029,-1,-1,111,-47,-55,12
8/11/2021,Sutton,E09000029,-3,1,91,-47,-55,12
8/12/2021,Sutton,E09000029,-5,1,61,-49,-55,12
8/13/2021,Sutton,E09000029,-14,-3,53,-45,-54,11
8/14/2021,Sutton,E09000029,-21,-13,33,-33,-13,-1
8/15/2021,Sutton,E09000029,-24,-15,37,-31,-13,-1
8/16/2021,Sutton,E09000029,-4,-2,76,-49,-57,12
8/17/2021,Sutton,E09000029,-5,-4,49,-48,-56,13
8/18/2021,Sutton,E09000029,-4,1,67,-48,-54,12
8/19/2021,Sutton,E09000029,-2,-3,65,-49,-54,12
8/20/2021,Sutton,E09000029,-11,-3,43,-49,-54,10
8/21/2021,Sutton,E09000029,-22,-13,-9,-37,-14,1
8/22/2021,Sutton,E09000029,-21,-15,16,-34,-8,-1
8/23/2021,Sutton,E09000029,-1,2,83,-51,-57,12
8/24/2021,Sutton,E09000029,-1,-3,90,-46,-55,12
8/25/2021,Sutton,E09000029,0,1,85,-45,-55,11
8/26/2021,Sutton,E09000029,0,0,53,-50,-55,12
8/27/2021,Sutton,E09000029,-8,2,55,-46,-55,10
8/28/2021,Sutton,E09000029,-21,-13,18,-35,-15,0
8/29/2021,Sutton,E09000029,-17,-17,35,-28,-10,-3
8/30/2021,Sutton,E09000029,-7,-8,63,-64,-81,17
8/31/2021,Sutton,E09000029,3,7,54,-47,-54,13
9/1/2021,Sutton,E09000029,0,6,56,-45,-50,13
9/2/2021,Sutton,E09000029,0,7,52,-46,-48,12
9/3/2021,Sutton,E09000029,-6,-4,69,-39,-46,10
9/4/2021,Sutton,E09000029,-16,-15,41,-33,-9,1
9/5/2021,Sutton,E09000029,-13,-15,66,-26,-6,0
9/6/2021,Sutton,E09000029,-1,-3,103,-40,-48,10
9/7/2021,Sutton,E09000029,-5,-2,100,-37,-46,10
9/8/2021,Sutton,E09000029,-6,-3,90,-35,-44,10
9/9/2021,Sutton,E09000029,-7,-3,58,-36,-43,10
9/10/2021,Sutton,E09000029,-7,-8,60,-35,-43,8
9/11/2021,Sutton,E09000029,-10,-15,52,-30,-10,1
9/12/2021,Sutton,E09000029,-11,-17,78,-26,-10,0
9/13/2021,Sutton,E09000029,-2,-3,94,-38,-46,10
9/14/2021,Sutton,E09000029,-5,-7,42,-34,-47,11
9/15/2021,Sutton,E09000029,-4,-2,69,-36,-44,9
9/16/2021,Sutton,E09000029,-6,-6,77,-37,-45,9
9/17/2021,Sutton,E09000029,-9,1,71,-37,-44,8
9/18/2021,Sutton,E09000029,-14,-9,69,-29,-12,0
9/19/2021,Sutton,E09000029,-24,-10,2,-33,-10,1
9/20/2021,Sutton,E09000029,-8,3,68,-41,-46,10
9/21/2021,Sutton,E09000029,-4,1,81,-38,-44,10
9/22/2021,Sutton,E09000029,-5,6,81,-37,-42,9
9/23/2021,Sutton,E09000029,-6,4,61,-39,-42,9
9/24/2021,Sutton,E09000029,-8,6,75,-30,-41,7
9/25/2021,Sutton,E09000029,-16,-6,40,-17,-10,1
9/26/2021,Sutton,E09000029,-20,-7,46,-21,-8,1
9/27/2021,Sutton,E09000029,-9,7,60,-34,-46,11
9/28/2021,Sutton,E09000029,-12,1,27,-27,-44,11
9/29/2021,Sutton,E09000029,-9,8,38,-31,-44,10
9/30/2021,Sutton,E09000029,-8,3,13,-37,-44,11
10/1/2021,Sutton,E09000029,-12,1,24,-34,-43,10
10/2/2021,Sutton,E09000029,-22,-12,-18,-32,-13,4
10/3/2021,Sutton,E09000029,-10,-3,23,-35,-9,1
10/4/2021,Sutton,E09000029,-7,2,38,-40,-45,10
10/5/2021,Sutton,E09000029,-9,0,21,-37,-43,10
10/6/2021,Sutton,E09000029,-4,6,53,-38,-41,10
10/7/2021,Sutton,E09000029,-7,1,34,-39,-42,10
10/8/2021,Sutton,E09000029,-10,0,30,-36,-41,9
10/9/2021,Sutton,E09000029,-7,-6,45,-28,-6,1
10/10/2021,Sutton,E09000029,-15,-11,21,-32,-9,1
10/11/2021,Sutton,E09000029,-5,4,65,-40,-44,10
10/12/2021,Sutton,E09000029,-7,2,35,-39,-41,10
10/13/2021,Sutton,E09000029,-8,2,52,-39,-41,9
10/14/2021,Sutton,E09000029,-7,-1,51,-40,-41,9
10/15/2021,Sutton,E09000029,-10,1,34,-38,-41,8
10/16/2021,Sutton,E09000029,-15,-11,27,-33,-11,2
10/17/2021,Sutton,E09000029,-13,-7,33,-32,-10,1
10/18/2021,Sutton,E09000029,-8,2,35,-44,-45,11
10/19/2021,Sutton,E09000029,-5,-1,38,-39,-44,10
10/20/2021,Sutton,E09000029,-7,1,25,-42,-43,11
10/21/2021,Sutton,E09000029,-4,1,24,-43,-42,10
10/22/2021,Sutton,E09000029,-9,-3,24,-42,-44,9
10/23/2021,Sutton,E09000029,-15,-9,17,-32,-12,1
10/24/2021,Sutton,E09000029,-15,-13,20,-31,-12,1
10/25/2021,Sutton,E09000029,0,1,51,-47,-54,11
10/26/2021,Sutton,E09000029,-1,-2,29,-45,-52,12
10/27/2021,Sutton,E09000029,0,1,38,-45,-51,11
10/28/2021,Sutton,E09000029,-1,0,34,-46,-52,11
10/29/2021,Sutton,E09000029,-13,-4,-12,-45,-53,11
10/30/2021,Sutton,E09000029,-15,-6,0,-35,-13,2
10/31/2021,Sutton,E09000029,-19,-7,-16,-34,-11,2
11/1/2021,Sutton,E09000029,-1,2,44,-44,-47,11
11/2/2021,Sutton,E09000029,-6,1,31,-39,-43,10
11/3/2021,Sutton,E09000029,-9,3,12,-40,-42,10
11/4/2021,Sutton,E09000029,-7,0,14,-40,-43,10
11/5/2021,Sutton,E09000029,-8,-1,26,-37,-43,10
11/6/2021,Sutton,E09000029,-18,-9,13,-25,-12,2
11/7/2021,Sutton,E09000029,-12,-6,20,-27,-12,1
11/8/2021,Sutton,E09000029,-5,0,43,-40,-42,10
11/9/2021,Sutton,E09000029,-3,-1,37,-35,-41,10
11/10/2021,Sutton,E09000029,-11,2,11,-36,-39,10
11/11/2021,Sutton,E09000029,-6,1,33,-38,-40,10
11/12/2021,Sutton,E09000029,-10,-2,1,-35,-40,10
11/13/2021,Sutton,E09000029,-12,-6,15,-30,-11,2
11/14/2021,Sutton,E09000029,-13,-8,-8,-28,-11,2
11/15/2021,Sutton,E09000029,-3,4,37,-43,-43,11
11/16/2021,Sutton,E09000029,-6,2,21,-37,-41,10
11/17/2021,Sutton,E09000029,-6,4,29,-38,-39,10
11/18/2021,Sutton,E09000029,-3,3,26,-39,-40,9
11/19/2021,Sutton,E09000029,-8,0,20,-37,-40,10
11/20/2021,Sutton,E09000029,-16,-8,13,-33,-12,2
11/21/2021,Sutton,E09000029,-14,-8,-5,-32,-11,1
11/22/2021,Sutton,E09000029,-6,5,36,-42,-43,11
11/23/2021,Sutton,E09000029,-6,2,17,-39,-40,10
11/24/2021,Sutton,E09000029,-8,4,13,-39,-40,10
11/25/2021,Sutton,E09000029,-4,2,11,-38,-40,10
11/26/2021,Sutton,E09000029,-10,0,0,-37,-42,10
11/27/2021,Sutton,E09000029,-15,-10,-23,-32,-13,3
11/28/2021,Sutton,E09000029,-12,-5,-2,-36,-9,2
11/29/2021,Sutton,E09000029,-4,5,19,-43,-43,11
11/30/2021,Sutton,E09000029,-4,7,16,-40,-41,10
12/1/2021,Sutton,E09000029,-6,6,11,-41,-40,11
12/2/2021,Sutton,E09000029,-4,3,2,-43,-41,11
12/3/2021,Sutton,E09000029,-8,0,5,-40,-42,10
12/4/2021,Sutton,E09000029,-15,-7,4,-35,-13,3
12/5/2021,Sutton,E09000029,-18,-10,-28,-35,-10,3
12/6/2021,Sutton,E09000029,-6,3,5,-46,-43,11
12/7/2021,Sutton,E09000029,-12,-3,-12,-42,-42,12
12/8/2021,Sutton,E09000029,-7,7,4,-41,-40,10
12/9/2021,Sutton,E09000029,-4,5,5,-42,-40,10
12/10/2021,Sutton,E09000029,-10,3,2,-39,-41,10
12/11/2021,Sutton,E09000029,-18,-6,-12,-34,-13,3
12/12/2021,Sutton,E09000029,-17,-8,-4,-32,-10,2
12/13/2021,Sutton,E09000029,-1,10,28,-45,-46,12
12/14/2021,Sutton,E09000029,-3,9,26,-43,-46,13
12/15/2021,Sutton,E09000029,-1,13,17,-45,-45,13
12/16/2021,Sutton,E09000029,-2,9,13,-47,-46,13
12/17/2021,Sutton,E09000029,-8,5,9,-44,-46,13
12/18/2021,Sutton,E09000029,-18,-4,-7,-39,-12,5
12/19/2021,Sutton,E09000029,-17,-4,-27,-36,-9,3
12/20/2021,Sutton,E09000029,7,21,19,-55,-59,15
12/21/2021,Sutton,E09000029,2,21,10,-56,-59,16
12/22/2021,Sutton,E09000029,3,31,4,-56,-60,16
12/23/2021,Sutton,E09000029,9,47,-3,-59,-63,16
12/24/2021,Sutton,E09000029,-17,27,-1,-61,-70,20
12/25/2021,Sutton,E09000029,-90,-90,-49,-88,-70,11
12/26/2021,Sutton,E09000029,-55,-51,-24,-61,-42,3
12/27/2021,Sutton,E09000029,-28,-16,-15,-73,-85,21
12/28/2021,Sutton,E09000029,-23,-13,-3,-70,-83,23
12/29/2021,Sutton,E09000029,-16,3,-6,-64,-72,21
12/30/2021,Sutton,E09000029,-14,8,11,-64,-72,21
12/31/2021,Sutton,E09000029,-26,9,18,-62,-71,20
1/1/2022,Sutton,E09000029,-65,-53,-1,-63,-51,10
1/2/2022,Sutton,E09000029,-36,-19,-17,-49,-22,5
1/3/2022,Sutton,E09000029,-17,-4,49,-71,-82,25
1/4/2022,Sutton,E09000029,-21,-1,-10,-57,-53,18
1/5/2022,Sutton,E09000029,-22,1,10,-53,-49,17
1/6/2022,Sutton,E09000029,-25,-4,4,-54,-48,17
1/7/2022,Sutton,E09000029,-26,-6,3,-51,-45,16
1/8/2022,Sutton,E09000029,-36,-16,-36,-50,-17,9
1/9/2022,Sutton,E09000029,-26,-10,26,-42,-11,5
1/10/2022,Sutton,E09000029,-18,-2,31,-50,-46,14
1/11/2022,Sutton,E09000029,-19,-4,15,-48,-46,14
1/12/2022,Sutton,E09000029,-19,-1,30,-48,-45,14
1/13/2022,Sutton,E09000029,-16,-3,30,-48,-45,14
1/14/2022,Sutton,E09000029,-20,-11,29,-45,-42,13
1/15/2022,Sutton,E09000029,-25,-18,3,-39,-11,5
1/16/2022,Sutton,E09000029,-25,-19,23,-40,-11,4
1/17/2022,Sutton,E09000029,-17,-11,53,-49,-45,12
1/18/2022,Sutton,E09000029,-18,-11,32,-46,-44,13
1/19/2022,Sutton,E09000029,-18,-9,25,-47,-44,13
1/20/2022,Sutton,E09000029,-14,-10,24,-47,-43,13
1/21/2022,Sutton,E09000029,-18,-5,21,-43,-42,12
1/22/2022,Sutton,E09000029,-18,-8,12,-39,-11,4
1/23/2022,Sutton,E09000029,-22,-11,13,-37,-8,3
1/24/2022,Sutton,E09000029,-15,-1,39,-47,-44,13
1/25/2022,Sutton,E09000029,-16,-4,23,-44,-43,13
1/26/2022,Sutton,E09000029,-16,1,34,-43,-42,12
1/27/2022,Sutton,E09000029,-13,-2,29,-44,-42,12
1/28/2022,Sutton,E09000029,-14,-4,30,-42,-41,11
